pk,title,overview,release_date,poster_path,vote_average,popularity,key
336,로보캅,"범죄와 무질서로 혼란에 빠진 도시.  좋은 아빠이자 실력 있는 경찰로 평범하게 살아가던 ‘알렉스 머피’는  예기치 못한 사고로 인해 온 몸에 치명적 부상을 입는다.  로봇 테크놀로지의 기술을 가진 다국적 기업 ‘옴니코프’ 사(社)는 아내 ‘클라라’에게 ‘머피’의 몸에 최첨단 하이테크 수트를 장착할 것을 제안하고,  그녀는 목숨을 잃을 위기에 놓인 남편을 살리기 위해 제안을 받아들인다.  모두가 기다려온 완벽한 히어로 ‘로보캅’으로 재탄생한 ‘머피’는 ‘옴니코프’사의 체계적 훈련을 받으며 더욱 강력해지고,  ‘클라라’는 기계처럼 변해버린 남편의 모습에 혼란스러워 한다.  한 치의 오차 없는 수트의 통제를 받으며 명령을 따라야 하는 ‘로보캅’.  하지만 그는 점차 스스로 수트를 지배하기 시작하고 그와 동시에 자신을 새롭게 태어나게 한 수트와 도시 이면에  거대한 음모가 숨겨져 있음을 깨닫게 되는데...!",2014-01-30,/jdS3PmDAD6qW14l6gM4nk2jbngq.jpg,5.8,29.189,02TZRy1Xtgw
337,레지던트 이블: 벤데타,"대 바이오 테러 조직 'BSAA'의 크리스 레드 필드는 정보를 바탕으로 불법무기 밀매 조직의 거점 인 수수께끼의 양옥에 잠입한다.탐색 하던 중 크리스는 국제 수배자인 ""글렌 아리아스""와 대치하는 도중 믿기힘든 광경을 보게되는 한편, 라쿤 시경의 특수 부대 'STARS'의 일원이었던 레베카 챔버스는 현재 대학 교수로 ""사망자가 되살아 난다"" 라는 이상한 사건의 조사, 연구을 하고 있었다.사건의 조사를 통해 ""신형 바이러스""가 관계하고있는 것을 밝혀내고 그녀는 치료제의 개발에 성공. 그 직후, 연구소가 누군가에게 습격을 받고 레베카는 죽음의 위험에 노출되어 버리지만, 다행히 달려온 크리스들에 의해 구출된다. 이 습격 후 크리스와 레베카는 미국 대통령 직할 에이전트 조직 ""DSO""에 소속 된 레온 S 케네디에게로 ... 그는이 신형 바이러스가 관련된 사건을 가장 잘 아는 인물이었다  다시만나게 된 ""크리스와 레온"" 은 국제 테러수배자인 ""글렌 아리아스""의 진정한 목적이 ""바이오 테러""라고 생각한  두사람은 레베카와 함께 그의 목적을 저지하고 사람들을 구하기 위해 그를 쫓아 뉴욕으로 향한다.",2017-05-27,/aTNIehmZSRTG048TAFtlPWFbuL2.jpg,6.9,35.188,Uw2Styd2RAU
338,이벤트 호라이즌,"서기 2040년. 광속보다 빠른속도로 우주를 여행하던 탐사선 '이벤트 호라이즌'호가 실종된다. 7년 후, 숱한 의문을 남긴 채 사라진 이벤트 호라이즌호에서 희미하게 생존 신호를 확인한 미 우주국은 이 우주선에 대한 여러가지 의문점과 생존자 확인을 위해 구조선 '루이스 앤 클락'호를 파견한다. 밀러(로렌스 피쉬번)를 리더로 한 이 구조대에는 이벤트 호라이즌호를 직접 제작했던 윌리엄 위어(샘 닐) 박사도 포함돼 있다. 밀러 선장을 비롯한 루이스 앤 클락호의 대원들은 목적지인 해왕성 궤도에서 이벤트 호라이즌를 발견하고 생명의 흔적이 느껴지지 않는 이 우주선에 올라 수색작업을 벌이지만 이벤트 호라이즌호에는 대원들이 모두 숨진 상태이다. 그런데 수색 작업에 투입된 대원들이 모두 이상한 환영에 시달리게 되고 하나 둘 목숨을 잃는 일이 발생하는데...",1997-08-15,/keXPIx088rTjeLr45S1DrMlXHV7.jpg,6.5,30.181,Z43aayKvRJs
339,"피니와 퍼브 무비: 캔디스, 우주에 맞서다","동생들의 장난을 엄마한테 일러바치는 데 매번 실패한 캔디스는 온 우주가 자기 편이 아니라며 투덜댄다. 그러던 어느 날, 캔디스는 정체불명의 우주선에 실려 이상한 행성에 내리게 되고, 그곳에서 모두 자신을 영웅대접 하자 행복한 시간을 보낸다. 그 사이, 캔디스를 구하기 위해 외계 행성으로 향한 피니와 퍼브는 살벌한 진실을 알게 된다.",2020-08-28,/n6hptKS7Y0ZjkYwbqKOK3jz9XAC.jpg,7.3,29.187,27nJxcXxyfs
340,콘택트,앨리 에로위(조디 포스터)는 어렸을 적 외계인으로부터 교신을 받은 기억을 지니고 사는 소녀이다.  그녀는 성장하면서도 계속 그 믿음을 지녀 밤마다 모르는 상대와의 교신을 기다리며 단파 방송에 귀를 기울인다. 아버지가 돌아가신 후 자신이 찾고자 하는 절대적인 진리의 해답은 과학에 있다고 믿는 그녀. 천문학자가 된 엘리는 그리움의 대상을 우주 어딘가의 외계생명체에서 찾는다. 마침내 그가 포착한 베가성에서 온 신호는 은하계를 넘나드는 운송수단의 설계도였고 세계는 혼돈에 휩싸이게 되는데...,1997-07-11,/qrPziDNhXLCrOShs3cPY1Arb71J.jpg,7.4,32.249,Q399v-pMG30
341,딥 블루 씨 3,"모잠비크 해협 '리틀 해피' 어촌 마을. 800명이 살던 작은 인공 섬은 해수면 상승으로 2명만 남게 되고 엠마, 숀, 스핀, 마야는 유기체를 식별하고 연구하는 트라이톤 데이터베이스를 수집한다. 백상아리부터 작은 물고기까지 아름다운 바다 생물을 연구하는 엠마. 사람을 죽인 황소상어를 찾고 있는 러처드와 루카스의 팀이 인공 섬에 도착한다. 무리 지어 사냥하고 강에서 사람을 죽인 황소상어를 막고 무엇이 문제인지 알아내기 위해 제약회사에 고용된 엠마의 동창 리처드. 곧 황소상어에 죽은 백상아리가 발견되고 리처드 일행이 상어에게 당하자 그들을 돕기로 한 엠마가 트라이톤 시스템으로 황소 상어를 추적한다. 엠마가 리처드 일행의 숨겨진 음모와 식인 상어에 맞서며 진행되는 영화.",2020-08-25,/bKthjUmxjHjvJK8FktFfQdmwP12.jpg,5.8,28.414,7pT7Hhpoemc
342,낮잠 공주: 모르는 나의 이야기,"작은 시골마을에서 아빠와 둘이 사는 평범한 여고생 코코네.  요즘 들어 자신을 닮은 소녀가 나오는, 똑같은 꿈을 계속 꾼다.  희한한 꿈과 대학 진학, 가족 등 고등학교 마지막 여름방학을 앞두고 생각이 많지만  그런 마음을 아는지 모르는지 무뚝뚝한 아빠는 자동차 개조에만 열중한다.  그러던 어느 날 아빠가 경찰에 체포되어 도쿄로 연행된다.  코코네는 아빠를 찾기 위해 소꿉친구 모리오를 이끌고 무작정 도쿄로 향하고  반복되는 꿈속에 사건을 해결할 열쇠가 있다는 사실을 깨닫게 된다.  결국 꿈속에서 ‘나’와 가족의 비밀을 보게 되는데…  그 여정의 끝에 있는 작은 진실은…?",2017-03-18,/3JrMABBTTSVxyfL6JyJ6WKm4khd.jpg,6.7,26.902,JWXnyjYrhhY
343,저지 드레드,"{서기 2천년대에 세상이 바뀌었다. 기후(Climate), 국가(Nation) 그 모든 것이 격변했다. 지표는 오염되어 매마른 사막으로 변하고 그 저주받은 땅(The Cursed Earth)을 피해 수 백 수 천만의 사람들이 몇 안되는 거대 도시에 모여살게 되자 거리는 폭력으로 얼룩졌다. 정부는 치안 능력을 상실하고 법은 무너졌다. 혼란 속에서 새 질서가 탄생했다. 한 손으로 정의를 구현하며 다른 한 손으로 처벌권을 행사하는 새로운 엘리트 집단이 다스리는 사회, 새 통치자들은 경찰이자 배심원이었으며 심판자였다. 사람들은 그를 판사(The Judges)라 불렀다.}  서기 2139년, 그 옛날 뉴욕이었던 메가 씨티 원. 인구 6500만의 이 도시는 폭동과 소요로 들썩거리고 있다. 이 곳의 법과 질서를 전복하려는 무서운 음모에 의해 가장 강력한 심판자로 두려움의 대상인 대상인 드레드(실베스터 스탤론 분)가 살인 누명을 쓴다. 그를 도우려는 선임 판사(막스 본 시도우 분)와 동료 허쉬(다이안 레인 분)의 노력도 소용없이, 드레드는 무기형을 언도 받고 도시에서 추방되는데.  [스포일러] 이 음모의 배후 인물은 사악한 천재 리코(아만드 아산테 분). '야누스 프로젝트'란 비밀실험에 의해 탄생한 드레드는 유전자 결합에 의해 탄생한 인물이다. 그런데, 저지 드레드를 위한 완벽한 유전자 결합 과정에서 악의 화신 리코도 태어난다. 저지 드레드와 리코는 대결의 운명을 안고 태어난 것이다. 흉악한 범죄자 리코는 탈옥한 뒤 부패한 대법관과 짜고 메가시티원을 지배할 음모를 꾸민 것이다.",1995-06-30,/lv1gzLJCf1S9WhfXxNm3OlVA1L2.jpg,5.8,28.844,43-BefmjMFg
344,엘리시움,"2154년, 엘리시움에는 극소수의 사람들만이 풍족한 생활을 영위하고 있다. 버려진 지구에 사는 사람들은 가난, 전쟁, 질병이 없는 선택받은 1% 세상 엘리시움으로의 이주를 꿈꾼다. 맥스(맷 데이먼)는 공장에서 일하던 중 방사능에 감염되고, 불과 5일밖에 살지 못한다는 사실을 알게 된다. 살기 위해서는 엘리시움에 있는 치료기계를 이용해야 한다. 결국 불법으로 엘리시움과 지구를 오가는 비밀 비행기에 올라타기 위해 범죄에 가담하기로 한다. 한편, 엘리시움의 정부 관료 델라코트(조디 포스터)는 그를 막기 위해 용병 크루거(샬토 코플리)로 하여금 공격하게 한다.",2013-08-07,/g6u33LFA3l2Xu1S9D4ns8qEgKQT.jpg,6.5,29.095,7Rz-_40Qf_Y
345,신 에반게리온 극장판 리피트,"‘에반게리온’ 신극장판 시리즈의 제4부이자 완결편  미사토가 이끄는 반네르프 조직 ‘빌레’는 코어화로 붉게 물든 파리 구시가에 있다.  기함 AAA 분더에서 선발대가 강하하여, 남겨져 있던 봉인주에 안착한다.  복원 작전의 작업 가능 시간은 고작 720초.  결사의 작전 수행 중 ‘네르프’의 EVA가 대량으로 무리를 이루고 접근하여,  마리의 개(改) 8호기가 요격을 개시한다.  한편 신지, 아스카, 아야나미 레이 (가칭) 세 사람은 일본의 대지를 떠돌고 있다…….",2021-03-08,/vpfX1mGVobWlrUGqEzbA2RNPdZF.jpg,8.3,32.657,gbfICiHJah8
346,패신저스,"120년 후의 개척 행성으로 떠나는 초호화 우주선 아발론 호.  여기엔 새로운 삶을 꿈꾸는 5,258명의 승객이 타고 있다.  그러나 알 수 없는 이유로 인해 짐 프레스턴(크리스 프랫)과 오로라 레인(제니퍼 로렌스)은  90년이나 일찍 동면 상태에서 깨어나게 된다.  서서히 서로를 의지하게 되는 두 사람은  우주선에 치명적인 결함이 있다는 사실을 발견하게 되고,  마침내 그들이 남들보다 먼저 깨어난 이유를 깨닫게 되는데…",2016-12-21,/s1eEmpDgxCPd1wbhRszCCqlvGhm.jpg,6.9,31.386,eToyYrDnzPo
347,다이버전트 시리즈: 얼리전트,"모든 것을 뒤집어 놓을 단 하나의 진실이 밝혀진다!  이 도시 밖에 진짜 세상이 있다는 것을 알게된 순간, 어느 분파에도 속하지 않는 ‘다이버전트’ 트리스와 포를 비롯한 사람들은 또 다른 혁명을 꿈꾸며 진짜 세상으로 탈출하지만 그곳에는 더 잔인한 진실이 기다리고 있는데…….",2016-03-09,/qKReHnyXQx48YqTMcOgPVk36L6e.jpg,6.1,30.866,OBdXW2Fhzvs
348,맨 인 블랙: 인터내셔널,자신의 모습을 감추고 오랜 시간 지구를 위협해 온 외계인을 감시하는 MIB 본부. MIB 본부에도 변화가 요구되면서 신입요원 에이전트 M이 영입되고 MIB 에이스 요원 에이전트 H가 듀오로 결성 된다. 그들에겐 MIB 내부의 스파이를 찾아야 하는 전대미문의 미션이 주어지는데…,2019-06-12,/iCKqGR8PhD99yEJJ476JnW2cZSq.jpg,5.9,24.811,yihIQ4T4uiM
349,오스틴 파워: 골드 멤버,"스파이 업계 최고의 비밀요원 오스틴 파워는 세계 정복의 야심에 헛물만 켜온 닥터 이블을 상대로 오늘도 맹활약 중이다. 번번이 오스틴 파워에게 당한 닥터 이블 일행은 필사의 반격을 위해 온몸이 금으로 이루어진 골드멤버라는 무시무시한 파트너를 영입해 더욱 막강해진다. 그리고 오스틴 파워를 없애야 세계 정복이 가능하다는 결론을 내린 닥터 이블은 눈 안의 가시 같은 존재인 오스틴 파워를 제거하기 위해 모종의 음모를 꾸미는데.  첫번째 오스틴 파워의 아버지 나이젤 파워를 남칩하는 것. 그리고 두번째 작전명 'Preparation H', H 작전이란 바로 골드멤버가 개발한 트랙터 빔과 인공위성을 이용해 남극의 얼음을 녹여 지구를 물에 잠기게 하는 것. 초대형 잠수정까지 준비한 닥터 이블의 지구 정복 야욕은 더욱 치밀해지는데. 이에 오스틴 파워는 골드멤버와 닥터 이블을 체포하고 지구를 구하기 위해 FBI 정예요원 폭시 클레오파트라와 팀을 이루고 전세계를 무대로 시공간을 초월한 험난한 모험을 시작하는데.",2002-07-26,/ocxj5pREj6njZk5IpJYd27U9ssM.jpg,6,29.147,JuOVbayBr0I
350,간츠: 오,"지하철에서 위험에 빠진 시민을 구하려다 죽음을 당한 고등학생 ‘카토’는 어느 방 안에서 눈을 뜬다. 죽은 사람들이 모여 있는 방 안에 나타난 정체 모를 검은 구체 ‘간츠’. 그리고 ‘간츠’가 남긴 미션. ‘제한 시간 내에 괴생명체들과의 전투에서 살아 남아 100점이 걸린 최종보스를 제거하라!’ 홀로 남은 동생에게 돌아가기 위해 카토는 오사카 도심을 공격한 괴물에 맞서 싸우지만, 그와 ‘레이카’ 가 속한 도쿄팀은 열세에 몰리고, 때마침 ‘안즈’를 비롯해 ‘조지’, ‘무로야, ‘오카’까지 막강한 에이스가 모인 오사카팀과 조우한다. 그러나 최종보스 ‘누라리횬’의 등장으로 간츠팀은 역대 최악의 상황에 놓이는데..",2016-10-14,/8WMfdLAt19s1DArAcNHRd7A8JQd.jpg,7.3,33.344,
351,제5침공,"인류를 전멸시킬 ‘제5침공’이 시작된다!  제1침공 ‘어둠’ - 지구의 모든 전력을 차단  제2침공 ‘파괴’ – 전세계 도시들을 폐허로 휩쓴 대지진  제3침공 ‘전염병’ - 인류 역사상 최악의 바이러스  제4침공 ‘침투’ - 인체에 기생하여 모든 행동을 조종  인간의 모습을 한 미스터리한 존재 ‘디 아더스’(The Others)는 네 번의 무차별 침공을 일으켜 지구를 초토화시켰다. 99%의 인류가 사망한 대재난 속에서 기적적으로 살아남은 ‘캐시’(클로이 모레츠)는 마지막 공격 ‘제5침공’이 시작되기 전에 디 아더스에게 끌려간 동생을 되찾아야 한다. 인간과 적을 구분할 수 없는 상황, 과연 캐시는 살아남을 수 있을 것인가.",2016-01-14,/5v7q9kzjFemYIRct9V6ZXxwEtgy.jpg,5.9,29.589,EA_bRDDOQL8
352,철권,큰 인기를 끈 게임 ‘철권’ 을 영화로 만든 작품으로 원작의 캐릭터인 ‘진 카자마’ 가 주인공으로 등장한다.,2010-03-20,/1xO2LirDZstkqZic1FwfK6GJIHH.jpg,5.4,25.584,TIJ-oV5ivTQ
353,레귤러 쇼 더 무비,"미래의 우주 한 구석! 타임네이도를 사이에 두고 모디카이와 릭비의 전쟁이 한창이다. 얼마 후 릭비는 모디카이의 총에 맞은 채 “현재”로 가고, 모디카이와 릭비, 공원 식구들에게 상황을 설명한 후 로스의 음모를 막아 우주를 구할 것을 당부한다. 릭비가 타고 온 우주선으로 모디카이와 릭비가 과거 고등학교 졸업반이던 과거로 거슬러 올라간 일행은 모디카이와 릭비가 과학실을 폭발시켜 타임네이도를 만들어내는 걸 막으려 하지만, 로스의 흉계로 작전은 실패하고 만다. 모디카이가 릭비를 쏜 이유와 로스가 릭비에게 복수를 다짐한 이유는 알지 못한 채, 공원 식구들은 모두 시간과 지구를 구하려 노력하는데...",2015-09-01,/rG6BTTILMHYft0o5AzbvYFyxuKd.jpg,7.9,24.833,k6JF3MkAY6w
354,데자뷰,"누구나 그런 경험을 한번쯤 해봤을것이다. 어떤 사람을 만났는데 왠지 예전부터 알던 사람 같다든지, 어떤 장소에 생전 처음 갔는데 그곳이 아주 낯이 익다든지 하는... 우리가 흔히 데자뷰라고 일컫는 이 현상이 만약, 단순한 착각이 아니라면 어떨까? 만약 과거로 부터 온 어떤 경고라면?  제작 제리 브룩하이머, 감독 토니 스콧, 각본 빌 마실리, 테리 로시오의 새 영화 는 주류, 담배, 화기 단속국(ATF) 소속 수사관 더그 칼린 (덴젤 워싱턴 분)이 한 범죄를 수사하면서 겪는 미스테리한 사건을 그리고 있다.  때는 마디그라 축제일. 뉴올리언스의 한 부두에서 벌어진 폭파 테러 사건의 증거물을 확보하기 위해 현장에 나간 더그는 지금껏 데자뷰라고 알려졌던 현상에 대한 놀라운 수수께끼를 알게된다. 그는 테러로 희생된 수백명의 생명을 구하기 위해 범인과의, 그리고 시간과의 두뇌 싸움을 시작하게 된다 모든 것을 바꿀수 있는, 예측 불가능한 도박에 몸을 던진것이다.  시공의 물리적 개념을 거슬러 과거로 돌아간 칼린은 수사 과정에서 범행의 피해자인 한 여인에게 강렬한 이끌림을 느낀다. 칼린이 온 미래의 시점에선 이미 죽은 피살자인 여인. 그러나 과거로 돌아간 시점에서 그녀는 부두 폭파 테러를 막을수 있는 열쇠를 쥐고 있는 당사자이다.",2006-11-22,/3SqDOX1TsdTvVLgM0k3dmKLqkLE.jpg,6.8,27.226,
355,스카이라인,"‘제로드(에릭 벌포)’와 ‘일레인(스코티 톰슨)’ 커플은 친구 ‘테리’의 생일파티에 초대받아 LA로 향한다. 미국 LA, 최고급 펜트하우스 ‘더 코브’.새벽까지 계속된 파티 후 잠이 들게 된 ‘제로드’와 ‘일레인’ 커플, 그리고 친구들은 블라인드 사이를 뚫고 들어오는 지금껏 경험하지 못한 강렬한 섬광에 눈을 뜨게 된다. 순식간에 모든 것을 태워버릴 듯한 섬광은 지구상의 모든 생명체를 삼켜버린다. 외계의 거대 함선이 지구의 스카이라인을 장악하고, 외계생명체의 인간사냥으로 인간의 흔적을 찾아볼 수 없게 된 인류최대의 위기상황. 더 맹렬해지는 외계생명체의 공격 앞에 생존자들은 살아남을 수 있을 것인가? 그리고 인류의 미래는 이대로 처참하게 무너질 것인가?",2010-11-11,/pHAGBjX2Ev9buKM20FZIDZyATR2.jpg,5,26.826,OGAGs__Vc-M
356,에이 아이,"극지방의 해빙으로 인해 도시들이 물에 잠기고 지구상의 모든 천연자원이 고갈되어 가는 먼 미래. 인류의 과학문명은 천문학적인 속도로 발전하여 인공지능을 지닌 로봇을 개발하기에 이른다. 어느 날 하비 박사는 로봇공학 발전의 마지막 관문이자, 논란의 쟁점이 되고 있는 감정이 있는 로봇을 만들겠다고 공언한다. 그는 로봇회사인 사이버트로닉스사에서 감정을 지닌 최초의 인공지능 로봇 데이비드를 탄생시킨다. 데이비드는 사이버트로닉스사의 직원인 헨리 스윈튼과 모니카의 집에 실험 케이스로 입양되는데...",2001-06-29,/v5URBLEZCtICf0DsnEztdrAs4dD.jpg,7,32.471,oBUAQGwzGk0
357,닌자 거북이 3: 어메이징 뮤턴트,"거북이들을 위해 여행선물로 골동품을 사온 에이프릴, 그 중에서 용도를 알 수 없는 물건이 있어 만지던 중 에이프릴이 사라진다. 대신 나타난 것은 켄신이라는 일본 막부시대의 영주 아들로 자신이 일본에서 온 것이라고 말해준다. 막부시대 일본으로 간 에이프릴은 마녀로 몰려 투옥된다. 거북이들은 에이프릴를 구하기 위하여 과거로 향하고, 그곳에 도착하자마자 라파엘과 나머지 셋은 갈라져 에이프릴을 찾기는 커녕 자신들마저 뿔뿔이 흩어지는데...",1993-03-17,/nek11zgrwaLzVpOKOwahgZhIT4L.jpg,5.4,32.813,w2dNvVdz3js
358,매드 맥스 2: 로드 워리어,"정처 없이 떠돌아 다니던 맥스는 한 남자를 만나 석유가 쌓여 있는 곳에 대한 정보를 얻는다. 그곳은 사막 한 가운데의 요새였는데, 그 주위엔 수많은 약탈자들이 연료를 노리며 맴돌고 있었다. 맥스는 약탈자들에게 공격받은 네이던을 구하게 되고, 그와 함께 요새에 들어가게 된다. 그러나 네이던은 요새에 들어가자 마자 죽어버려, 맥스가 스파이로 몰리게 된다. 맥스는 요새의 거주자들이 연료를 가지고 탈출해 다른 곳에 문명을 꾸릴 생각인 것을 알고, 연료를 옮길만한 트럭을 가져올테니 자신의 차를 돌려주고, 연료를 나눠 달라고 제안한다. 마침내 트럭을 가져왔으나, 폭주족에 습격당해 아끼던 개와 차량을 잃어 버린 맥스. 요새의 주민들은 유조차를 미끼 삼아 탈출할 계획을 세우고, 맥스는 이 트럭의 운전수에 자원하는데...",1981-12-24,/c1aVRqQjv0EfkE2DVBRjvGgyMFA.jpg,7.4,29.658,bwcADuJZDNA
359,수퍼맨 리턴즈,"수명이 다 된 크립톤(Krypton) 행성의 한 과학자가 자신의 아들을 우주선에 태워 지구로 보냈다. 소년은 어느 친절한 농부 부부에 의해 성장해 지구를 지키는 위대한 수호자 슈퍼맨이 되지만... 천문학자들이 고향 행성을 발견했단 소식을 듣자 슈퍼맨은 사라지게 된다.  오래 전 사라져버린 크립톤 행성에서 태어나 캔자스의 한 농장에서 성장한 슈퍼맨. 소년 칼은 클라크 켄트라는 새 이름으로 평범하게 성장했지만 남다른 점이 있다. 보통 사람들이 상상 속에서나 해볼 수 있는 초능력의 소유자. 평소에는 얌전하고 눈에 띄지 않는 클라크 켄트로 일상을 보내다가 전 세계가 그를 필요로 할 때면 영웅으로 몰래 변신하는 이중 생활을 해야 하는 슈퍼맨이다.  세계를 구원하던 그 슈퍼맨이 갑작스레 자취를 감춘 지 5년이란 시간이 흘렀다. 그가 사라진 후 도시에서는 범죄가 기승을 부리고, 자신의 욕망을 충족시키기 위한 수단으로 슈퍼맨의 비밀을 이용하려는 렉스 루터가 감옥에서 풀려난다. 한편, 데일리 플래닛 신문사의 간판 기자이자 슈퍼맨의 연인인 로이스 레인은 슈퍼맨이 말 없이 사라진 후 새로운 인생을 살고 있다. 심지어 '우리는 왜 더 이상 슈퍼맨을 필요로 하지 않는가?'란 제목의 에세이로 퓰리처상까지 수상했다. 그리고 혼자 다섯 살의 아들을 키우다 편집장 조카와 약혼까지 한 상태. 그렇게 세상은 영웅을 잊어가고 있었다.  그 동안 자신의 정체성을 찾기 위해 방황하던 슈퍼맨은 결국 자신의 유일한 가족, 양부모님이 있는 곳이자 사랑하는 로이스가 있는 곳, 완벽하지는 않지만 선한 사람들이 있는 지구가 자신이 진정 있어야 할 곳이라는 것을 깨닫고 지구로 돌아온다. 떠나간 사랑의 마음도 되찾아야 하고, 자신의 부재를 틈 타 기승을 부리던 악당들도 소탕해야 하는 슈퍼맨. 슈퍼맨이 돌아오자마자 렉스의 사악한 계획이 실행되려고 하는 지금, 인류는 그 어느 때보다 더 절실하게 슈퍼맨을 필요로 하고 있다.",2006-06-28,/2mOfj4saHxkpdMapd3pUakuewnp.jpg,5.7,28.548,_z4LafXkU6c
360,스플라이스,"전도 유명한 과학자 커플 ‘클라이브’(애드리안 브로디)와 ‘엘사’(사라 폴리)는 난치병 치료용 단백질을 만드는 연구를 진행하던 중, 조류, 어류, 파충류, 갑각류 등의 다종(多種) DNA 결합체인 ‘프레드’ 와 ‘진저’를 탄생시켜 동물용 의약 단백질 생산을 가능케 한다.실험을 거듭하면서 유전자 재조합 기술은 발전하고, 다종 DNA 결합체와 인간 유전자의 결합이 가능한 수준에 이르자 과학계와 의학계에 놀라움을 선사하고 싶었던 두 커플은 위험한 실험을 시도한다.  제약회사의 경고에도 불구하고 다종의 결합체와 인간 여성의 DNA를 결합시키는 금기의 실험을 강행하여 인간도, 동물도 아닌 전혀 새로운 생명체인 ‘드렌’을 탄생시킨다. 단순한 생명체의 형태에서 빠른 세포분열을 일으키며 급속도로 성장한 드렌은 각 종(種)들의 특징을 드러내며 기이한 아름다움을 내뿜고, 마침내 인간의 ‘감정’까지 갖추게 되면서 본능적으로 이성인 클라이브와의 교감을 시도한다. 그러나 그녀는 일정기간이 지나면 성(性)의 전환을 이루는 특성을 가지고 있었고 누구도 예상하지 못했던 그녀의 변이는 치명적인 결말을 예고하는데……  줄거리 2. 새로운 종을 탄생시켜 의학계와 과학계는 물론, 세상을 놀라게 만들 경이로움을 선사하고 싶었던 과학자 부부 ‘클리브’(애드리안 브로디)와 ‘엘사’(사라 폴리). 제약회사의 경고에도 불구하고 인간 여성의 DNA와 조류, 어류, 파충류, 갑각류의 유전자를 결합하는 금기의 실험을 강행해 신 생명체인 ‘드렌’을 탄생시킨다. 빠른 세포분열을 일으키며 급속도로 성장한 드렌은 각 종(種)들의 특징을 드러내며 기이한 아름다움을 내뿜고, 마침내 인간의 ‘감정’까지 갖추게 되면서 본능적으로 이성인 클리브와의 교감을 시도한다. 그러나 그녀는 일정기간이 지나면 성(性)의 전환을 이루는 특성을 가지고 있었고 누구도 예상하지 못했던 그녀의 변이는 치명적인 결말을 예고하는데…",2009-10-06,/jXNYvG6HEbkHdV3DjygkKmy8jyh.jpg,5.8,35.409,lDB7bnl7nQQ
361,화성 침공,"불분명한 시기, 어느 해 5월. 화성인이 지구에 나타난다. 세계 평화 유지와 자유 진영의 지도자임을 자청하는 미국 대통령 제임스 데일은 이들은 맞을 채비를 한다. 그러나 평화를 원한다던 화성인들은 네바다 사막에서 대기 중이던 지구의 환영단 케이시 대장을 비롯한 환영인파를 무참히 사살해버린다. 이러한 사태의 원인이 커뮤니케이션의 문화적 차이라고 판단한 제임스는 화성인과의 재교신을 시도한다. 이 교신에서 화성인들이 공식적인 사과문을 보내오자 제임스와 각료들은 기뻐하지만....",1996-12-12,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,6.4,25.545,hbE8eGzUXLI
362,트랜스포머 더 무비,"일본에서 제작한 변신로봇장난감인 나이아크론은 미국에서도 크게 히트하게 되고, 변신로봇을 소재로 TV판 애니메이션이 제작되었다. 이후 극장판 영화로 제작하게 되고, 연출은 TV판 제작을 맡은 넬슨 신이 맡았다.",1986-08-08,/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg,7.2,25.039,D97zxcIwD4k
363,스파이 키드 3D: 게임 오버,"OSS 최고의 특급요원인 부모의 피를 물려 받아 천부적인 스파이 기질을 선보이는 주니와 카르멘 남매. 아빠가 남몰래 연구한 인공두뇌를 노리는 거대한 적의 음모에 맞서 부모를 구해내고, 가공할 만한 위력의 무기를 손에 넣어 세계를 지배하려는 악당과 맞서며 스파이 키드로 맹활약을 펼쳤다.  그러나 사설 탐정이 되고 싶은 마음에 주니는 OSS 요원직을 그만 두기로 결심하지만. ‘게임오버’에 갖힌 누나 카르멘을 구하기 위해 직접 비디오 게임 속으로 들어가야 하는 새로운 미션을 받게 된다. 어린이들에게 선풍적인 인기를 모으고 있는 ‘게임오버’, 하지만 이는 OSS 조직의 오랜 숙적이자, 폭력과 광기가 흐르는 토이메이커가 어린이들을 황폐하게 만들기 위해 고안한 비디오 게임이다.  OSS의 스파이 키드 요원으로서 위협적인 악당들과 맞서며 누구보다 훌륭히 임무를 수행하던 주니지만, 상상을 초월하는 디지털 세계 속 가상현실에는 그를 위협하는 위험천만하고 스릴 넘치는 미션들이 기다리고 있다.  무서운 음모가 도사리고 있는 게임을 중단하고 누나를 구하기 위해 각 레벨들을 무사히 통과해야만 하는 주니, 검은 힘에 굶주려 있는 악당 토이메이커로부터 누나와 세상 모든 아이들을 구원할 수 있을 것인가…",2003-07-25,/rnY8IKWwf8wP9Rdx6uGrURKycFY.jpg,5.1,31.486,mx0lo-xCljA
364,아틀란티스: 잃어버린 제국,젊은 지도 제작자 마일로는 전설의 섬 아틀란티스에 가보는 것이 꿈이다. 바닷속 어딘가에 아틀란티스가 실재한다고 말할 때마다 바보 취급을 받던 마일로에게 한 괴짜 갑부가 아틀란티스를 찾는 중요한 단서인 고대 문서를 전해준다. 갑부의 후원으로 탐험대를 꾸린 마일로는 요란한 모험 끝에 신비의 땅 아틀란티스를 발견한다.,2001-06-02,/5EZbxAiFyGnchyy8RnBd5gri2Fs.jpg,7,29.949,zjy81Ja6Zes
